"ORIGIN NET (mindspore)","TARGET NET (pytorch)","shape of orig","shape of target","result of allclose","ratio of allclose","cosine similarity","mean & max diffs"
"NN_BatchNorm2d_32_forward_output","NN_BatchNorm2d_32_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03323","0.23586, 1.36994"
"NN_BatchNorm2d_33_forward_input.0","NN_BatchNorm2d_33_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03323","0.23586, 1.36995"
"NN_BatchNorm2d_33_forward_output","NN_BatchNorm2d_33_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03323","0.23586, 1.36994"
"NN_BatchNorm2d_34_forward_input.0","NN_BatchNorm2d_34_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03323","0.23586, 1.36995"
"NN_BatchNorm2d_34_forward_output","NN_BatchNorm2d_34_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03323","0.23586, 1.36994"
"Functional_relu_3_forward_input.0","Functional_relu_3_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03323","0.23586, 1.36994"
"Functional_relu_3_forward_output","Functional_relu_3_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.57%","0.32025","0.14992, 0.90633"
"NN_Conv2d_28_forward_input.0","NN_Conv2d_28_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.57%","0.32025","0.14992, 0.90633"
"NN_Conv2d_28_forward_output","NN_Conv2d_28_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","0.12808","0.08682, 0.41509"
"NN_Conv2d_29_forward_input.0","NN_Conv2d_29_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.57%","0.32025","0.14992, 0.90633"
"NN_Conv2d_29_forward_output","NN_Conv2d_29_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","0.12808","0.08682, 0.41509"
"NN_Conv2d_30_forward_input.0","NN_Conv2d_30_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.57%","0.32025","0.14992, 0.90633"
"NN_Conv2d_30_forward_output","NN_Conv2d_30_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","0.12808","0.08682, 0.41509"
"NN_Conv2d_31_forward_input.0","NN_Conv2d_31_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.57%","0.32025","0.14992, 0.90633"
"NN_Conv2d_31_forward_output","NN_Conv2d_31_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","0.12808","0.08682, 0.41509"
"NN_Conv2d_32_forward_input.0","NN_Conv2d_32_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.57%","0.32025","0.14992, 0.90633"
"NN_Conv2d_32_forward_output","NN_Conv2d_32_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","0.12808","0.08682, 0.41509"
"NN_Conv2d_33_forward_input.0","NN_Conv2d_33_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.57%","0.32025","0.14992, 0.90633"
"NN_Conv2d_33_forward_output","NN_Conv2d_33_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","0.12808","0.08682, 0.41509"
"NN_Conv2d_34_forward_input.0","NN_Conv2d_34_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.57%","0.32025","0.14992, 0.90633"
"NN_Conv2d_34_forward_output","NN_Conv2d_34_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","0.12808","0.08682, 0.41509"
"Functional_concat_1_forward_input.0.0","Torch_cat_1_forward_input.0.0","(10, 96, 56, 56)","(10, 96, 56, 56)","False","66.69%","0.98075","0.04274, 0.56671"
"Functional_concat_1_forward_input.0.1","Torch_cat_1_forward_input.0.1","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","0.12808","0.08682, 0.41509"
"","Torch_cat_1_forward_output","","(10, 128, 56, 56)","False","0.00%","nan","nan, nan"
"Functional_concat_1_forward_output","","(10, 128, 56, 56)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_35_forward_input.0","NN_BatchNorm2d_35_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"NN_BatchNorm2d_35_forward_output","NN_BatchNorm2d_35_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"NN_BatchNorm2d_36_forward_input.0","NN_BatchNorm2d_36_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"NN_BatchNorm2d_36_forward_output","NN_BatchNorm2d_36_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"NN_BatchNorm2d_37_forward_input.0","NN_BatchNorm2d_37_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"NN_BatchNorm2d_37_forward_output","NN_BatchNorm2d_37_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"NN_BatchNorm2d_38_forward_input.0","NN_BatchNorm2d_38_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"NN_BatchNorm2d_38_forward_output","NN_BatchNorm2d_38_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"NN_BatchNorm2d_39_forward_input.0","NN_BatchNorm2d_39_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"NN_BatchNorm2d_39_forward_output","NN_BatchNorm2d_39_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"NN_BatchNorm2d_40_forward_input.0","NN_BatchNorm2d_40_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"NN_BatchNorm2d_40_forward_output","NN_BatchNorm2d_40_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"NN_BatchNorm2d_41_forward_input.0","NN_BatchNorm2d_41_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"NN_BatchNorm2d_41_forward_output","NN_BatchNorm2d_41_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"Functional_relu_4_forward_input.0","Functional_relu_4_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"Functional_relu_4_forward_output","Functional_relu_4_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","61.47%","0.98664","0.03663, 0.35985"
"NN_Conv2d_35_forward_input.0","NN_Conv2d_35_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","61.47%","0.98664","0.03663, 0.35985"
"NN_Conv2d_35_forward_output","NN_Conv2d_35_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_Conv2d_36_forward_input.0","NN_Conv2d_36_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","61.47%","0.98664","0.03663, 0.35985"
"NN_Conv2d_36_forward_output","NN_Conv2d_36_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_Conv2d_37_forward_input.0","NN_Conv2d_37_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","61.47%","0.98664","0.03663, 0.35985"
"NN_Conv2d_37_forward_output","NN_Conv2d_37_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_Conv2d_38_forward_input.0","NN_Conv2d_38_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","61.47%","0.98664","0.03663, 0.35985"
"NN_Conv2d_38_forward_output","NN_Conv2d_38_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_Conv2d_39_forward_input.0","NN_Conv2d_39_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","61.47%","0.98664","0.03663, 0.35985"
"NN_Conv2d_39_forward_output","NN_Conv2d_39_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_Conv2d_40_forward_input.0","NN_Conv2d_40_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","61.47%","0.98664","0.03663, 0.35985"
"NN_Conv2d_40_forward_output","NN_Conv2d_40_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_Conv2d_41_forward_input.0","NN_Conv2d_41_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","61.47%","0.98664","0.03663, 0.35985"
"NN_Conv2d_41_forward_output","NN_Conv2d_41_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_BatchNorm2d_42_forward_input.0","NN_BatchNorm2d_42_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_BatchNorm2d_42_forward_output","NN_BatchNorm2d_42_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_BatchNorm2d_43_forward_input.0","NN_BatchNorm2d_43_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_BatchNorm2d_43_forward_output","NN_BatchNorm2d_43_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_BatchNorm2d_44_forward_input.0","NN_BatchNorm2d_44_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_BatchNorm2d_44_forward_output","NN_BatchNorm2d_44_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_BatchNorm2d_45_forward_input.0","NN_BatchNorm2d_45_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_BatchNorm2d_45_forward_output","NN_BatchNorm2d_45_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_BatchNorm2d_46_forward_input.0","NN_BatchNorm2d_46_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_BatchNorm2d_46_forward_output","NN_BatchNorm2d_46_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_BatchNorm2d_47_forward_input.0","NN_BatchNorm2d_47_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_BatchNorm2d_47_forward_output","NN_BatchNorm2d_47_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_BatchNorm2d_48_forward_input.0","NN_BatchNorm2d_48_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_BatchNorm2d_48_forward_output","NN_BatchNorm2d_48_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"Functional_relu_5_forward_input.0","Functional_relu_5_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"Functional_relu_5_forward_output","Functional_relu_5_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","27.93%","0.46899","0.13319, 0.70108"
"NN_Conv2d_42_forward_input.0","NN_Conv2d_42_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","27.93%","0.46899","0.13319, 0.70108"
"NN_Conv2d_42_forward_output","NN_Conv2d_42_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.06%","0.22233","0.07756, 0.35016"
"NN_Conv2d_43_forward_input.0","NN_Conv2d_43_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","27.93%","0.46899","0.13319, 0.70108"
"NN_Conv2d_43_forward_output","NN_Conv2d_43_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.06%","0.22233","0.07756, 0.35016"
"NN_Conv2d_44_forward_input.0","NN_Conv2d_44_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","27.93%","0.46899","0.13319, 0.70108"
"NN_Conv2d_44_forward_output","NN_Conv2d_44_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.06%","0.22233","0.07756, 0.35016"
"NN_Conv2d_45_forward_input.0","NN_Conv2d_45_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","27.93%","0.46899","0.13319, 0.70108"
"NN_Conv2d_45_forward_output","NN_Conv2d_45_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.06%","0.22233","0.07756, 0.35016"
"NN_Conv2d_46_forward_input.0","NN_Conv2d_46_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","27.93%","0.46899","0.13319, 0.70108"
"NN_Conv2d_46_forward_output","NN_Conv2d_46_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.06%","0.22233","0.07756, 0.35016"
"NN_Conv2d_47_forward_input.0","NN_Conv2d_47_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","27.93%","0.46899","0.13319, 0.70108"
"NN_Conv2d_47_forward_output","NN_Conv2d_47_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.06%","0.22233","0.07756, 0.35016"
"NN_Conv2d_48_forward_input.0","NN_Conv2d_48_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","27.93%","0.46899","0.13319, 0.70108"
"NN_Conv2d_48_forward_output","NN_Conv2d_48_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.06%","0.22233","0.07756, 0.35016"
"Functional_concat_2_forward_input.0.0","Torch_cat_2_forward_input.0.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"Functional_concat_2_forward_input.0.1","Torch_cat_2_forward_input.0.1","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.06%","0.22233","0.07756, 0.35016"
"","Torch_cat_2_forward_output","","(10, 160, 56, 56)","False","0.00%","nan","nan, nan"
"Functional_concat_2_forward_output","","(10, 160, 56, 56)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_49_forward_input.0","NN_BatchNorm2d_49_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"NN_BatchNorm2d_49_forward_output","NN_BatchNorm2d_49_forward_output","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"NN_BatchNorm2d_50_forward_input.0","NN_BatchNorm2d_50_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"NN_BatchNorm2d_50_forward_output","NN_BatchNorm2d_50_forward_output","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"NN_BatchNorm2d_51_forward_input.0","NN_BatchNorm2d_51_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"NN_BatchNorm2d_51_forward_output","NN_BatchNorm2d_51_forward_output","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"NN_BatchNorm2d_52_forward_input.0","NN_BatchNorm2d_52_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"NN_BatchNorm2d_52_forward_output","NN_BatchNorm2d_52_forward_output","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"NN_BatchNorm2d_53_forward_input.0","NN_BatchNorm2d_53_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"NN_BatchNorm2d_53_forward_output","NN_BatchNorm2d_53_forward_output","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"NN_BatchNorm2d_54_forward_input.0","NN_BatchNorm2d_54_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"NN_BatchNorm2d_54_forward_output","NN_BatchNorm2d_54_forward_output","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"NN_BatchNorm2d_55_forward_input.0","NN_BatchNorm2d_55_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"NN_BatchNorm2d_55_forward_output","NN_BatchNorm2d_55_forward_output","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"Functional_relu_6_forward_input.0","Functional_relu_6_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"Functional_relu_6_forward_output","Functional_relu_6_forward_output","(10, 160, 56, 56)","(10, 160, 56, 56)","False","55.20%","0.98312","0.04012, 0.35985"
"NN_Conv2d_49_forward_input.0","NN_Conv2d_49_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","55.20%","0.98312","0.04012, 0.35985"
"NN_Conv2d_49_forward_output","NN_Conv2d_49_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98614"
"NN_Conv2d_50_forward_input.0","NN_Conv2d_50_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","55.20%","0.98312","0.04012, 0.35985"
"NN_Conv2d_50_forward_output","NN_Conv2d_50_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98614"
"NN_Conv2d_51_forward_input.0","NN_Conv2d_51_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","55.20%","0.98312","0.04012, 0.35985"
"NN_Conv2d_51_forward_output","NN_Conv2d_51_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98614"
"NN_Conv2d_52_forward_input.0","NN_Conv2d_52_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","55.20%","0.98312","0.04012, 0.35985"
"NN_Conv2d_52_forward_output","NN_Conv2d_52_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98614"
"NN_Conv2d_53_forward_input.0","NN_Conv2d_53_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","55.20%","0.98312","0.04012, 0.35985"
"NN_Conv2d_53_forward_output","NN_Conv2d_53_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98614"
"NN_Conv2d_54_forward_input.0","NN_Conv2d_54_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","55.20%","0.98312","0.04012, 0.35985"
"NN_Conv2d_54_forward_output","NN_Conv2d_54_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98614"
"NN_Conv2d_55_forward_input.0","NN_Conv2d_55_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","55.20%","0.98312","0.04012, 0.35985"
"NN_Conv2d_55_forward_output","NN_Conv2d_55_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98614"
"NN_BatchNorm2d_56_forward_input.0","NN_BatchNorm2d_56_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98614"
"NN_BatchNorm2d_56_forward_output","NN_BatchNorm2d_56_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98613"
"NN_BatchNorm2d_57_forward_input.0","NN_BatchNorm2d_57_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98614"
"NN_BatchNorm2d_57_forward_output","NN_BatchNorm2d_57_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98613"
"NN_BatchNorm2d_58_forward_input.0","NN_BatchNorm2d_58_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98614"
"NN_BatchNorm2d_58_forward_output","NN_BatchNorm2d_58_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98613"
"NN_BatchNorm2d_59_forward_input.0","NN_BatchNorm2d_59_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98614"
"NN_BatchNorm2d_59_forward_output","NN_BatchNorm2d_59_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98613"
"NN_BatchNorm2d_60_forward_input.0","NN_BatchNorm2d_60_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98614"
"NN_BatchNorm2d_60_forward_output","NN_BatchNorm2d_60_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98613"
"NN_BatchNorm2d_61_forward_input.0","NN_BatchNorm2d_61_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98614"
"NN_BatchNorm2d_61_forward_output","NN_BatchNorm2d_61_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98613"
"NN_BatchNorm2d_62_forward_input.0","NN_BatchNorm2d_62_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98614"
"NN_BatchNorm2d_62_forward_output","NN_BatchNorm2d_62_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98613"
"Functional_relu_7_forward_input.0","Functional_relu_7_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98613"
"Functional_relu_7_forward_output","Functional_relu_7_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","25.25%","0.30422","0.12775, 0.67998"
"NN_Conv2d_56_forward_input.0","NN_Conv2d_56_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","25.25%","0.30422","0.12775, 0.67998"
"NN_Conv2d_56_forward_output","NN_Conv2d_56_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","0.09438","0.07695, 0.33279"
"NN_Conv2d_57_forward_input.0","NN_Conv2d_57_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","25.25%","0.30422","0.12775, 0.67998"
"NN_Conv2d_57_forward_output","NN_Conv2d_57_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","0.09438","0.07695, 0.33279"
"NN_Conv2d_58_forward_input.0","NN_Conv2d_58_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","25.25%","0.30422","0.12775, 0.67998"
